Vernier Format 2
Untitled.cmbl 10/17/2024 10:50:14 .
Latest
Time	Position	Velocity	Acceleration
t	x	v	acc
s	m	m/s	m/s²

0.033333	1.09074	0.00714590479239	-0.0918734346818
0.066666	1.091083	0.00378732953996	-0.0710548238672
0.099999	1.091083	0.000514505145051	-0.0267616810643
0.133332	1.0909115	0.00214377143771	0.0140656632563
0.166665	1.0912545	0.00343003430034	0.00306085982801
0.199998	1.0912545	0.00200085334187	-0.00876573086931
0.233331	1.0912545	0.00314419810865	-0.028822104217
0.266664	1.0915975	0.000857508575086	-0.0581206068508
0.299997	1.091426	-0.00357295239619	-0.0140537532959
0.33333	1.091083	-0.00114334476678	0.0522847262448
0.366663	1.0912545	0.00357295239619	0.0278693073834
0.399996	1.0915975	0.00185793524602	-0.0289412038212
0.433329	1.091426	-0.00142918095848	-0.0157211477547
0.466662	1.0912545	0.000857508575086	0.00107189643782
0.499995	1.0915975	0.000714590479238	-0.0289412038212
0.533328	1.091426	-0.00242960762941	-0.028822104217
0.566661	1.0912545	-0.00157209905432	-0.0167930441925
0.599994	1.091426	-0.00285836191695	-0.017031243401
0.633327	1.091083	-0.00428754287543	0.0175076418177
0.66666	1.0909115	-0.000428754287544	0.019413235485
0.699993	1.0912545	-0.00128626286263	-0.0191750362766
0.733326	1.0909115	-0.00414462477958	-0.000357298812602
0.766659	1.09074	-0.00142918095848	0.0217952275691
0.799992	1.0909115	-0.00100042667093	0.00690777704376
0.833325	1.09074	-0.00171501715017	0.00821787268998
0.866658	1.09074	-0.00128626286263	0.0252491160909
0.899991	1.0905685	0.00100042667093	0.0195323350892
0.933324	1.0909115	0.00100042667093	-0.00869427110677
0.966657	1.09074	-0.00157209905432	0.00952796833619
0.99999	1.0905685	0.00142918095848	0.0345388852187
1.033323	1.0909115	0.00285836191695	0.00917066952359
1.066656	1.0909115	0.000714590479238	0.0113144623993
1.099989	1.09074	0.00343003430035	0.0171503430052
1.133322	1.0912545	0.00343003430035	-0.0115526616076
1.166655	1.091083	0.000857508575086	0.00202469327142
1.199988	1.091083	0.00357295239619	0.0135773548791
1.233321	1.091426	0.00357295239619	-0.0152447493379
1.266654	1.091426	0.00142918095848	-0.0172694426093
1.299987	1.091426	0.00128626286263	0.00583588060592
1.33332	1.091426	0.00314419810865	-0.000357298812607
1.366653	1.091769	0.00200085334187	-0.0244154188615
1.399986	1.0915975	-0.000142918095848	-0.0107189643782
1.433319	1.0915975	0.00142918095848	0.00047639841681
1.466652	1.091769	0.00128626286263	-0.0207233311312
1.499985	1.091769	-0.000857508575086	-0.0222716259858
1.533318	1.0915975	-0.00057167238339	-0.0135773548791
1.566651	1.091769	-0.00100042667093	-0.0202469327144
1.599984	1.0915975	-0.00285836191695	-0.00631227902273
1.633317	1.091426	-0.00114334476678	-0.00202469327144
1.66665	1.0915975	-0.00157209905432	-0.0290603034254
1.699983	1.091426	-0.00414462477958	-0.0278693073834
1.733316	1.0912545	-0.00514505145052	0.0139346536917
1.766649	1.0909115	-0.00200085334187	0.029417602238
1.799982	1.0912545	-0.00157209905432	0.0046448845639
1.833315	1.0909115	-0.00371587049204	0.0228671240069
1.866648	1.09074	0.000285836191696	0.0320377935304
1.899981	1.091083	0.00057167238339	-0.00797967348158
1.933314	1.0909115	-0.00214377143772	-0.00321568931347
1.966647	1.09074	-0.000428754287543	0.0219143271733
1.99998	1.0909115	0.000857508575086	0.0144110521085
2.033313	1.0909115	-0.000285836191694	0.0241772196531
2.066646	1.09074	0.00214377143772	0.0371590765112
2.099979	1.091083	0.00371587049204	0.011195362795
2.133312	1.091083	0.00285836191695	-0.0151256497337
2.166645	1.0912545	0.00214377143771	-0.0262019129245
2.199978	1.0912545	0.00057167238339	-0.0172694426094
2.233311	1.0912545	0.000428754287543	0.00833697229417
2.266644	1.0912545	0.00114334476678	0.0292985026338
2.299977	1.0912545	0.00357295239619	0.0183413390472
2.33331	1.0915975	0.00343003430034	-0.019413235485
2.366643	1.0915975	0.000428754287543	-0.0133391556707
2.399976	1.091426	0.00200085334187	0.00821787268996
2.433309	1.091769	0.00285836191695	-0.0134582552749
2.466642	1.091769	0.000142918095848	-0.0151256497337
2.499975	1.0915975	0.00142918095848	-0.00678867743954
2.533308	1.0919405	0.00100042667093	-0.0279884069876
2.566641	1.091769	-0.00185793524602	-0.0175076418178
2.599974	1.0915975	0.000285836191695	-0.0196514346934
2.633307	1.0919405	-0.00157209905432	-0.0540712203079
2.66664	1.0915975	-0.00543088764221	-0.0327523911557
2.699973	1.091426	-0.00543088764221	0.0269165105497
2.733306	1.091083	-0.00171501715017	0.0393028693868
2.766639	1.091426	-0.000428754287543	-0.00964706794041
2.799972	1.0912545	-0.00428754287543	-0.0153638489421
2.833305	1.0909115	-0.00285836191695	0.0172694426094
